task_id,occupation,task,desire_2025,capacity_2025,zone_2025,capability_score_gemini_3_pro,capability_score_gpt_5_5,capability_score_grok_4_20,capability_score_kimi_k2_6,capability_score_opus_4_7,capability_2026_median,capability_2026_mean,cap_rater_stddev,zone_2026_median,zone_2026_mean,migration_median,migration_mean,delta_median,delta_mean,near_threshold
2578,Customer Service Representatives,"Keep records of customer interactions or transactions, recording details of inquiries, complaints, or comments, as well as actions taken.",2.7,4.666666666666667,Red Light,,4.0,5.0,5.0,5.0,5.0,4.75,0.4330127018922193,Red Light,Red Light,Red->Red,Red->Red,0.33333333333333304,0.08333333333333304,False
2579,Customer Service Representatives,"Resolve customers' service or billing complaints by performing activities such as exchanging merchandise, refunding money, or adjusting bills.",2.7,4.0,Red Light,,3.0,4.0,3.0,3.0,3.0,3.25,0.4330127018922193,Red Light,Red Light,Red->Red,Red->Red,-1.0,-0.75,True
2580,Customer Service Representatives,Check to ensure that appropriate changes were made to resolve customers' problems.,2.2,4.5,Red Light,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Red Light,Red Light,Red->Red,Red->Red,-0.5,-0.5,False
2581,Customer Service Representatives,Contact customers to respond to inquiries or to notify them of claim investigation results or any planned adjustments.,2.8,4.5,Red Light,,4.0,4.0,3.0,3.0,3.5,3.5,0.5,Red Light,Red Light,Red->Red,Red->Red,-1.0,-1.0,True
2582,Customer Service Representatives,Refer unresolved customer grievances to designated departments for further investigation.,2.7,3.0,Red Light,,4.0,4.0,4.0,5.0,4.0,4.25,0.4330127018922193,Red Light,Red Light,Red->Red,Red->Red,1.0,1.25,False
2583,Customer Service Representatives,"Determine charges for services requested, collect deposits or payments, or arrange for billing.",3.3,4.5,Green Light,,4.0,4.0,3.0,4.0,4.0,3.75,0.4330127018922193,Green Light,Green Light,Green->Green,Green->Green,-0.5,-0.75,False
2584,Customer Service Representatives,"Complete contract forms, prepare change of address records, or issue service discontinuance orders, using computers.",2.9,4.0,Red Light,,3.0,5.0,4.0,5.0,4.5,4.25,0.82915619758885,Red Light,Red Light,Red->Red,Red->Red,0.5,0.25,False
2585,Customer Service Representatives,"Obtain and examine all relevant information to assess validity of complaints and to determine possible causes, such as extreme weather conditions that could increase utility bills.",3.3,4.0,Green Light,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Green Light,Green Light,Green->Green,Green->Green,0.0,0.0,False
2587,Customer Service Representatives,Review insurance policy terms to determine whether a particular loss is covered by insurance.,2.857142857142857,5.0,Red Light,,3.0,4.0,3.0,3.0,3.0,3.25,0.4330127018922193,Red Light,Red Light,Red->Red,Red->Red,-2.0,-1.75,True
2589,Customer Service Representatives,Compare disputed merchandise with original requisitions and information from invoices and prepare invoices for returned goods.,3.2,4.5,Green Light,,4.0,5.0,4.0,4.0,4.0,4.25,0.4330127018922193,Green Light,Green Light,Green->Green,Green->Green,-0.5,-0.25,False
2591,Customer Service Representatives,"Recommend improvements in products, packaging, shipping, service, or billing methods and procedures to prevent future problems.",2.4,4.0,Red Light,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Red Light,Red Light,Red->Red,Red->Red,0.0,0.0,False
2705,Public Safety Telecommunicators,"Determine response requirements and relative priorities of situations, and dispatch units in accordance with established procedures.",3.8333333333333335,2.6666666666666665,R&D Opportunity,,3.0,4.0,3.0,3.0,3.0,3.25,0.4330127018922193,Green Light,Green Light,R&D->Green,R&D->Green,0.3333333333333335,0.5833333333333335,True
2706,Public Safety Telecommunicators,"Record details of calls, dispatches, and messages.",4.0,4.0,Green Light,,3.0,5.0,3.0,5.0,4.0,4.0,1.0,Green Light,Green Light,Green->Green,Green->Green,0.0,0.0,False
2712,Public Safety Telecommunicators,"Maintain access to, and security of, highly sensitive materials.",2.5,3.0,Red Light,,3.0,4.0,3.0,3.0,3.0,3.25,0.4330127018922193,Red Light,Red Light,Red->Red,Red->Red,0.0,0.25,True
2714,Public Safety Telecommunicators,"Maintain files of information relating to emergency calls, such as personnel rosters and emergency call-out and pager files.",4.666666666666667,3.3333333333333335,Green Light,,5.0,5.0,5.0,5.0,5.0,5.0,0.0,Green Light,Green Light,Green->Green,Green->Green,1.6666666666666665,1.6666666666666665,False
2717,Public Safety Telecommunicators,Read and effectively interpret small-scale maps and information from a computer screen to determine locations and provide directions.,4.0,4.0,Green Light,,3.0,4.0,3.0,4.0,3.5,3.5,0.5,Green Light,Green Light,Green->Green,Green->Green,-0.5,-0.5,True
2793,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Locate and attach appropriate files to incoming correspondence requiring replies.,2.5,2.6666666666666665,Low Priority,,4.0,5.0,4.0,5.0,4.5,4.5,0.5,Red Light,Red Light,Low->Red,Low->Red,1.8333333333333335,1.8333333333333335,False
2794,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Open, read, route, and distribute incoming mail or other materials and answer routine letters.",2.4444444444444446,4.5,Red Light,,2.0,5.0,2.0,4.0,3.0,3.25,1.299038105676658,Red Light,Red Light,Red->Red,Red->Red,-1.5,-1.25,True
2795,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Complete forms in accordance with company procedures.,2.5,2.0,Low Priority,,5.0,5.0,4.0,5.0,5.0,4.75,0.4330127018922193,Red Light,Red Light,Low->Red,Low->Red,3.0,2.75,False
2797,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Review work done by others to check for correct spelling and grammar, ensure that company format policies are followed, and recommend revisions.",2.142857142857143,4.333333333333333,Red Light,,4.0,5.0,4.0,4.0,4.0,4.25,0.4330127018922193,Red Light,Red Light,Red->Red,Red->Red,-0.33333333333333304,-0.08333333333333304,False
2800,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Maintain scheduling and event calendars.,2.5,3.3333333333333335,Red Light,,4.0,5.0,4.0,4.0,4.0,4.25,0.4330127018922193,Red Light,Red Light,Red->Red,Red->Red,0.6666666666666665,0.9166666666666665,False
2801,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Schedule and confirm appointments for clients, customers, or supervisors.",2.4444444444444446,4.5,Red Light,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Red Light,Red Light,Red->Red,Red->Red,-0.5,-0.5,False
2805,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Conduct searches to find needed information, using such sources as the Internet.",2.5454545454545454,3.0,Red Light,,4.0,5.0,4.0,4.0,4.0,4.25,0.4330127018922193,Red Light,Red Light,Red->Red,Red->Red,1.0,1.25,False
2806,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Provide services to customers, such as order placement or account information.",2.6,2.6666666666666665,Low Priority,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Red Light,Red Light,Low->Red,Low->Red,1.3333333333333335,1.3333333333333335,False
2809,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Establish work procedures or schedules and keep track of the daily work of clerical staff.,1.6666666666666667,2.0,Low Priority,,3.0,4.0,3.0,3.0,3.0,3.25,0.4330127018922193,Red Light,Red Light,Low->Red,Low->Red,1.0,1.25,True
2813,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Operate electronic mail systems and coordinate the flow of information, internally or with other organizations.",2.2857142857142856,3.0,Red Light,,4.0,5.0,4.0,4.0,4.0,4.25,0.4330127018922193,Red Light,Red Light,Red->Red,Red->Red,1.0,1.25,False
2815,Desktop Publishers,Check preliminary and final proofs for errors and make necessary corrections.,3.2222222222222223,3.5,Green Light,,4.0,5.0,4.0,3.0,4.0,4.0,0.7071067811865476,Green Light,Green Light,Green->Green,Green->Green,0.5,0.5,False
2816,Desktop Publishers,"Operate desktop publishing software and equipment to design, lay out, and produce camera-ready copy.",2.6666666666666665,4.5,Red Light,,4.0,4.0,3.0,4.0,4.0,3.75,0.4330127018922193,Red Light,Red Light,Red->Red,Red->Red,-0.5,-0.75,False
2817,Desktop Publishers,"View monitors for visual representation of work in progress and for instructions and feedback throughout process, making modifications as necessary.",2.75,2.5,Low Priority,,4.0,4.0,4.0,2.0,4.0,3.5,0.8660254037844386,Red Light,Red Light,Low->Red,Low->Red,1.5,1.0,True
2818,Desktop Publishers,"Enter text into computer keyboard and select the size and style of type, column width, and appropriate spacing for printed materials.",3.5714285714285716,3.0,Green Light,,4.0,5.0,4.0,4.0,4.0,4.25,0.4330127018922193,Green Light,Green Light,Green->Green,Green->Green,1.0,1.25,False
2820,Desktop Publishers,"Position text and art elements from a variety of databases in a visually appealing way to design print or web pages, using knowledge of type styles and size and layout patterns.",2.7142857142857144,3.0,Red Light,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Red Light,Red Light,Red->Red,Red->Red,1.0,1.0,False
2821,Desktop Publishers,"Enter digitized data into electronic prepress system computer memory, using scanner, camera, keyboard, or mouse.",4.0,3.3333333333333335,Green Light,,5.0,5.0,5.0,2.0,5.0,4.25,1.299038105676658,Green Light,Green Light,Green->Green,Green->Green,1.6666666666666665,0.9166666666666665,False
2822,Desktop Publishers,"Edit graphics and photos, using pixel or bitmap editing, airbrushing, masking, or image retouching.",2.857142857142857,4.0,Red Light,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Red Light,Red Light,Red->Red,Red->Red,0.0,0.0,False
2823,Desktop Publishers,"Import text and art elements, such as electronic clip art or electronic files from photographs that have been scanned or produced with a digital camera, using computer software.",2.875,4.0,Red Light,,5.0,5.0,4.0,4.0,4.5,4.5,0.5,Red Light,Red Light,Red->Red,Red->Red,0.5,0.5,False
2824,Desktop Publishers,"Prepare sample layouts for approval, using computer software.",2.857142857142857,3.0,Red Light,,4.0,5.0,4.0,4.0,4.0,4.25,0.4330127018922193,Red Light,Red Light,Red->Red,Red->Red,1.0,1.25,False
2825,Desktop Publishers,Study layout or other design instructions to determine work to be done and sequence of operations.,3.4,4.0,Green Light,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Green Light,Green Light,Green->Green,Green->Green,0.0,0.0,False
2827,Desktop Publishers,"Convert various types of files for printing or for the Internet, using computer software.",4.5,4.5,Green Light,,5.0,5.0,5.0,5.0,5.0,5.0,0.0,Green Light,Green Light,Green->Green,Green->Green,0.5,0.5,False
2829,Desktop Publishers,Select number of colors and determine color separations.,3.6666666666666665,4.0,Green Light,,4.0,5.0,4.0,4.0,4.0,4.25,0.4330127018922193,Green Light,Green Light,Green->Green,Green->Green,0.0,0.25,False
3223,Advertising and Promotions Managers,Prepare budgets and submit estimates for program costs as part of campaign plan development.,2.9,4.0,Red Light,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Red Light,Red Light,Red->Red,Red->Red,0.0,0.0,False
3226,Advertising and Promotions Managers,"Inspect layouts and advertising copy, and edit scripts, audio, video, and other promotional material for adherence to specifications.",3.7,4.0,Green Light,,4.0,4.0,3.0,3.0,3.5,3.5,0.5,Green Light,Green Light,Green->Green,Green->Green,-0.5,-0.5,True
3233,Advertising and Promotions Managers,Monitor and analyze sales promotion results to determine cost effectiveness of promotion campaigns.,3.6666666666666665,4.5,Green Light,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Green Light,Green Light,Green->Green,Green->Green,-0.5,-0.5,False
3234,Advertising and Promotions Managers,"Read trade journals and professional literature to stay informed on trends, innovations, and changes that affect media planning.",3.5,2.5,R&D Opportunity,,4.0,5.0,4.0,4.0,4.0,4.25,0.4330127018922193,Green Light,Green Light,R&D->Green,R&D->Green,1.5,1.75,False
3242,Advertising and Promotions Managers,Coordinate with the media to disseminate advertising.,3.0,3.3333333333333335,Green Light,,3.0,4.0,3.0,3.0,3.0,3.25,0.4330127018922193,Green Light,Green Light,Green->Green,Green->Green,-0.3333333333333335,-0.08333333333333348,True
3243,Advertising and Promotions Managers,Contact organizations to explain services and facilities offered.,3.1666666666666665,2.0,R&D Opportunity,,3.0,3.0,3.0,3.0,3.0,3.0,0.0,Green Light,Green Light,R&D->Green,R&D->Green,1.0,1.0,True
3394,Budget Analysts,Analyze monthly department budgeting and accounting reports to maintain expenditure controls.,3.375,4.0,Green Light,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Green Light,Green Light,Green->Green,Green->Green,0.0,0.0,False
3395,Budget Analysts,Direct the preparation of regular and special budget reports.,3.4285714285714284,3.3333333333333335,Green Light,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Green Light,Green Light,Green->Green,Green->Green,0.6666666666666665,0.6666666666666665,False
3401,Budget Analysts,Review operating budgets to analyze trends affecting budget needs.,3.2857142857142856,3.3333333333333335,Green Light,,4.0,4.0,3.0,4.0,4.0,3.75,0.4330127018922193,Green Light,Green Light,Green->Green,Green->Green,0.6666666666666665,0.4166666666666665,False
3405,Budget Analysts,Compile and analyze accounting records and other data to determine the financial resources required to implement a program.,2.8333333333333335,2.5,Low Priority,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Red Light,Red Light,Low->Red,Low->Red,1.5,1.5,False
3407,Loan Officers,"Approve loans within specified limits, and refer loan applications outside those limits to management for approval.",2.888888888888889,4.5,Red Light,,3.0,3.0,3.0,3.0,3.0,3.0,0.0,Red Light,Red Light,Red->Red,Red->Red,-1.5,-1.5,True
3409,Loan Officers,"Analyze applicants' financial status, credit, and property evaluations to determine feasibility of granting loans.",3.0,3.5,Green Light,,3.0,4.0,3.0,3.0,3.0,3.25,0.4330127018922193,Green Light,Green Light,Green->Green,Green->Green,-0.5,-0.25,True
3411,Loan Officers,"Obtain and compile copies of loan applicants' credit histories, corporate financial statements, and other financial information.",3.7142857142857144,4.5,Green Light,,5.0,5.0,4.0,4.0,4.5,4.5,0.5,Green Light,Green Light,Green->Green,Green->Green,0.0,0.0,False
3412,Loan Officers,Review and update credit and loan files.,3.142857142857143,3.6666666666666665,Green Light,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Green Light,Green Light,Green->Green,Green->Green,0.3333333333333335,0.3333333333333335,False
3413,Loan Officers,Review loan agreements to ensure that they are complete and accurate according to policy.,2.8,3.6666666666666665,Red Light,,3.0,4.0,3.0,4.0,3.5,3.5,0.5,Red Light,Red Light,Red->Red,Red->Red,-0.16666666666666652,-0.16666666666666652,True
3414,Loan Officers,Compute payment schedules.,3.4,3.0,Green Light,,5.0,5.0,5.0,5.0,5.0,5.0,0.0,Green Light,Green Light,Green->Green,Green->Green,2.0,2.0,False
3415,Loan Officers,Stay abreast of new types of loans and other financial services and products to better meet customers' needs.,2.5,4.0,Red Light,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Red Light,Red Light,Red->Red,Red->Red,0.0,0.0,False
3416,Loan Officers,Submit applications to credit analysts for verification and recommendation.,3.5,4.5,Green Light,,5.0,4.0,4.0,5.0,4.5,4.5,0.5,Green Light,Green Light,Green->Green,Green->Green,0.0,0.0,False
3465,Computer Systems Analysts,"Test, maintain, and monitor computer programs and systems, including coordinating the installation of computer programs and systems.",2.3,3.0,Red Light,,4.0,4.0,4.0,3.0,4.0,3.75,0.4330127018922193,Red Light,Red Light,Red->Red,Red->Red,1.0,0.75,False
3466,Computer Systems Analysts,"Use object-oriented programming languages, as well as client and server applications development processes and multimedia and Internet technology.",2.8,4.0,Red Light,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Red Light,Red Light,Red->Red,Red->Red,0.0,0.0,False
3470,Computer Systems Analysts,Expand or modify system to serve new purposes or improve work flow.,2.5454545454545454,2.0,Low Priority,,3.0,4.0,4.0,3.0,3.5,3.5,0.5,Red Light,Red Light,Low->Red,Low->Red,1.5,1.5,True
3474,Computer Systems Analysts,"Analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling, and information engineering.",2.7,3.0,Red Light,,3.0,4.0,4.0,3.0,3.5,3.5,0.5,Red Light,Red Light,Red->Red,Red->Red,0.5,0.5,True
3478,Computer Systems Analysts,"Review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes.",3.2222222222222223,4.5,Green Light,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Green Light,Green Light,Green->Green,Green->Green,-0.5,-0.5,False
3480,Computer Systems Analysts,"Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.",2.7,4.5,Red Light,,4.0,4.0,4.0,5.0,4.0,4.25,0.4330127018922193,Red Light,Red Light,Red->Red,Red->Red,-0.5,-0.25,False
3482,Computer Systems Analysts,"Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.",2.4,2.6666666666666665,Low Priority,,3.0,4.0,3.0,4.0,3.5,3.5,0.5,Red Light,Red Light,Low->Red,Low->Red,0.8333333333333335,0.8333333333333335,True
3484,Computer Systems Analysts,Specify inputs accessed by the system and plan the distribution and use of the results.,2.2222222222222223,3.3333333333333335,Red Light,,4.0,4.0,3.0,4.0,4.0,3.75,0.4330127018922193,Red Light,Red Light,Red->Red,Red->Red,0.6666666666666665,0.4166666666666665,False
3580,Petroleum Engineers,"Monitor production rates, and plan rework processes to improve production.",3.6,2.0,R&D Opportunity,,3.0,4.0,3.0,3.0,3.0,3.25,0.4330127018922193,Green Light,Green Light,R&D->Green,R&D->Green,1.0,1.25,True
3581,Petroleum Engineers,Analyze data to recommend placement of wells and supplementary processes to enhance production.,3.0,2.0,R&D Opportunity,,3.0,4.0,3.0,3.0,3.0,3.25,0.4330127018922193,Green Light,Green Light,R&D->Green,R&D->Green,1.0,1.25,True
3586,Petroleum Engineers,Maintain records of drilling and production operations.,4.333333333333333,3.0,Green Light,,4.0,5.0,4.0,5.0,4.5,4.5,0.5,Green Light,Green Light,Green->Green,Green->Green,1.5,1.5,False
3588,Petroleum Engineers,Write technical reports for engineering and management personnel.,3.6,4.333333333333333,Green Light,,3.0,4.0,4.0,4.0,4.0,3.75,0.4330127018922193,Green Light,Green Light,Green->Green,Green->Green,-0.33333333333333304,-0.583333333333333,False
3589,Petroleum Engineers,"Evaluate findings to develop, design, or test equipment or processes.",4.0,2.0,R&D Opportunity,,2.0,2.0,2.0,3.0,2.0,2.25,0.4330127018922193,R&D Opportunity,R&D Opportunity,R&D->R&D,R&D->R&D,0.0,0.25,False
3590,Petroleum Engineers,Assign work to staff to obtain maximum utilization of personnel.,4.0,2.5,R&D Opportunity,,3.0,4.0,3.0,3.0,3.0,3.25,0.4330127018922193,Green Light,Green Light,R&D->Green,R&D->Green,0.5,0.75,True
3591,Petroleum Engineers,Interpret drilling and testing information for personnel.,3.0,3.5,Green Light,,3.0,4.0,3.0,3.0,3.0,3.25,0.4330127018922193,Green Light,Green Light,Green->Green,Green->Green,-0.5,-0.25,True
3775,Lawyers,"Analyze the probable outcomes of cases, using knowledge of legal precedents.",3.0,4.0,Green Light,,3.0,3.0,3.0,3.0,3.0,3.0,0.0,Green Light,Green Light,Green->Green,Green->Green,-1.0,-1.0,True
3783,Lawyers,"Study Constitution, statutes, decisions, regulations, and ordinances of quasi-judicial bodies to determine ramifications for cases.",3.1666666666666665,4.0,Green Light,,3.0,4.0,3.0,4.0,3.5,3.5,0.5,Green Light,Green Light,Green->Green,Green->Green,-0.5,-0.5,True
3894,Media Technical Directors/Managers,"Direct technical aspects of newscasts and other productions, checking and switching between video sources and taking responsibility for the on-air product, including camera shots and graphics.",2.25,2.0,Low Priority,,2.0,2.0,2.0,2.0,2.0,2.0,0.0,Low Priority,Low Priority,Low->Low,Low->Low,0.0,0.0,False
3896,Media Technical Directors/Managers,Monitor broadcasts to ensure that programs conform to station or network policies and regulations.,2.8,2.3333333333333335,Low Priority,,4.0,4.0,3.0,3.0,3.5,3.5,0.5,Red Light,Red Light,Low->Red,Low->Red,1.1666666666666665,1.1666666666666665,True
3897,Media Technical Directors/Managers,Observe pictures through monitors and direct camera and video staff concerning shading and composition.,2.0,1.6666666666666667,Low Priority,,2.0,2.0,2.0,2.0,2.0,2.0,0.0,Low Priority,Low Priority,Low->Low,Low->Low,0.33333333333333326,0.33333333333333326,False
3900,Media Technical Directors/Managers,Schedule use of studio and editing facilities for producers and engineering and maintenance staff.,2.75,3.0,Red Light,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Red Light,Red Light,Red->Red,Red->Red,1.0,1.0,False
3905,Media Technical Directors/Managers,"Set up and execute video transitions and special effects, such as fades, dissolves, cuts, keys, and supers, using computers to manipulate pictures as necessary.",2.0,3.0,Red Light,,3.0,4.0,3.0,3.0,3.0,3.25,0.4330127018922193,Red Light,Red Light,Red->Red,Red->Red,0.0,0.25,True
3906,Media Technical Directors/Managers,Collaborate with promotions directors to produce on-air station promotions.,2.125,2.0,Low Priority,,3.0,3.0,3.0,3.0,3.0,3.0,0.0,Red Light,Red Light,Low->Red,Low->Red,1.0,1.0,True
3966,Technical Writers,"Organize material and complete writing assignment according to set standards regarding order, clarity, conciseness, style, and terminology.",3.625,3.0,Green Light,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Green Light,Green Light,Green->Green,Green->Green,1.0,1.0,False
3967,Technical Writers,Maintain records and files of work and revisions.,2.75,3.0,Red Light,,5.0,5.0,5.0,5.0,5.0,5.0,0.0,Red Light,Red Light,Red->Red,Red->Red,2.0,2.0,False
3968,Technical Writers,"Edit, standardize, or make changes to material prepared by other writers or establishment personnel.",2.0,2.6666666666666665,Low Priority,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Red Light,Red Light,Low->Red,Low->Red,1.3333333333333335,1.3333333333333335,False
3970,Technical Writers,"Review published materials and recommend revisions or changes in scope, format, content, and methods of reproduction and binding.",2.3333333333333335,4.5,Red Light,,3.0,4.0,3.0,4.0,3.5,3.5,0.5,Red Light,Red Light,Red->Red,Red->Red,-1.0,-1.0,True
3971,Technical Writers,"Select photographs, drawings, sketches, diagrams, and charts to illustrate material.",2.5,2.6666666666666665,Low Priority,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Red Light,Red Light,Low->Red,Low->Red,1.3333333333333335,1.3333333333333335,False
3975,Technical Writers,"Arrange for typing, duplication, and distribution of material.",4.0,2.0,R&D Opportunity,,4.0,5.0,4.0,4.0,4.0,4.25,0.4330127018922193,Green Light,Green Light,R&D->Green,R&D->Green,2.0,2.25,False
3977,Technical Writers,Analyze developments in specific field to determine need for revisions in previously published materials and development of new material.,2.25,4.333333333333333,Red Light,,4.0,4.0,3.0,4.0,4.0,3.75,0.4330127018922193,Red Light,Red Light,Red->Red,Red->Red,-0.33333333333333304,-0.583333333333333,False
4618,Telemarketers,"Deliver prepared sales talks, reading from scripts that describe products or services, to persuade potential customers to purchase a product or service or to make a donation.",2.5,3.0,Red Light,,3.0,3.0,3.0,3.0,3.0,3.0,0.0,Red Light,Red Light,Red->Red,Red->Red,0.0,0.0,True
4620,Telemarketers,"Explain products or services and prices, and answer questions from customers.",2.625,4.0,Red Light,,4.0,4.0,4.0,3.0,4.0,3.75,0.4330127018922193,Red Light,Red Light,Red->Red,Red->Red,0.0,-0.25,False
4621,Telemarketers,"Obtain customer information such as name, address, and payment method, and enter orders into computers.",3.4,4.5,Green Light,,4.0,5.0,4.0,4.0,4.0,4.25,0.4330127018922193,Green Light,Green Light,Green->Green,Green->Green,-0.5,-0.25,False
4622,Telemarketers,"Record names, addresses, purchases, and reactions of prospects contacted.",3.25,5.0,Green Light,,5.0,5.0,4.0,5.0,5.0,4.75,0.4330127018922193,Green Light,Green Light,Green->Green,Green->Green,0.0,-0.25,False
4623,Telemarketers,Adjust sales scripts to better target the needs and interests of specific individuals.,3.0,4.5,Green Light,,4.0,3.0,4.0,4.0,4.0,3.75,0.4330127018922193,Green Light,Green Light,Green->Green,Green->Green,-0.5,-0.75,False
4628,Telemarketers,Schedule appointments for sales representatives to meet with prospective customers or for customers to attend sales presentations.,3.0,4.0,Green Light,,3.0,4.0,3.0,4.0,3.5,3.5,0.5,Green Light,Green Light,Green->Green,Green->Green,-0.5,-0.5,True
5158,Proofreaders and Copy Markers,"Correct or record omissions, errors, or inconsistencies found.",2.1666666666666665,5.0,Red Light,,4.0,5.0,4.0,4.0,4.0,4.25,0.4330127018922193,Red Light,Red Light,Red->Red,Red->Red,-1.0,-0.75,False
5160,Proofreaders and Copy Markers,Read corrected copies or proofs to ensure that all corrections have been made.,2.857142857142857,4.0,Red Light,,5.0,5.0,4.0,5.0,5.0,4.75,0.4330127018922193,Red Light,Red Light,Red->Red,Red->Red,1.0,0.75,False
5161,Proofreaders and Copy Markers,"Compare information or figures on one record against same data on other records, or with original copy, to detect errors.",2.7142857142857144,3.6666666666666665,Red Light,,5.0,5.0,5.0,5.0,5.0,5.0,0.0,Red Light,Red Light,Red->Red,Red->Red,1.3333333333333335,1.3333333333333335,False
5163,Proofreaders and Copy Markers,"Route proofs with marked corrections to authors, editors, typists, or typesetters for correction or reprinting.",2.3333333333333335,5.0,Red Light,,5.0,5.0,5.0,5.0,5.0,5.0,0.0,Red Light,Red Light,Red->Red,Red->Red,0.0,0.0,False
5314,Information Security Analysts,"Develop plans to safeguard computer files against accidental or unauthorized modification, destruction, or disclosure and to meet emergency data processing needs.",2.6666666666666665,2.3333333333333335,Low Priority,,3.0,4.0,3.0,3.0,3.0,3.25,0.4330127018922193,Red Light,Red Light,Low->Red,Low->Red,0.6666666666666665,0.9166666666666665,True
5316,Information Security Analysts,Monitor current reports of computer viruses to determine when to update virus protection systems.,3.375,3.0,Green Light,,4.0,4.0,4.0,4.0,4.0,4.0,0.0,Green Light,Green Light,Green->Green,Green->Green,1.0,1.0,False
5317,Information Security Analysts,"Modify computer security files to incorporate new software, correct errors, or change individual access status.",2.625,3.5,Red Light,,3.0,4.0,4.0,3.0,3.5,3.5,0.5,Red Light,Red Light,Red->Red,Red->Red,0.0,0.0,True
5319,Information Security Analysts,Monitor use of data files and regulate access to safeguard information in computer files.,3.7,3.0,Green Light,,4.0,4.0,3.0,4.0,4.0,3.75,0.4330127018922193,Green Light,Green Light,Green->Green,Green->Green,1.0,0.75,False
5322,Information Security Analysts,"Document computer security and emergency measures policies, procedures, and tests.",3.4,3.5,Green Light,,3.0,4.0,4.0,4.0,4.0,3.75,0.4330127018922193,Green Light,Green Light,Green->Green,Green->Green,0.5,0.25,False
5503,Geographers,"Create and modify maps, graphs, or diagrams, using geographical information software and related equipment, and principles of cartography, such as coordinate systems, longitude, latitude, elevation, topography, and map scales.",2.8,4.0,Red Light,,4.0,4.0,4.0,3.0,4.0,3.75,0.4330127018922193,Red Light,Red Light,Red->Red,Red->Red,0.0,-0.25,False
5505,Geographers,"Develop, operate, and maintain geographical information computer systems, including hardware, software, plotters, digitizers, printers, and video cameras.",3.2,2.6666666666666665,R&D Opportunity,,2.0,2.0,2.0,2.0,2.0,2.0,0.0,R&D Opportunity,R&D Opportunity,R&D->R&D,R&D->R&D,-0.6666666666666665,-0.6666666666666665,False
5506,Geographers,Locate and obtain existing geographic information databases.,2.5,3.0,Red Light,,4.0,5.0,4.0,5.0,4.5,4.5,0.5,Red Light,Red Light,Red->Red,Red->Red,1.5,1.5,False
5511,Geographers,"Study the economic, political, and cultural characteristics of a specific region's population.",2.6666666666666665,3.5,Red Light,,4.0,4.0,3.0,4.0,4.0,3.75,0.4330127018922193,Red Light,Red Light,Red->Red,Red->Red,0.5,0.25,False
5663,"Business Teachers, Postsecondary","Evaluate and grade students' class work, assignments, and papers.",3.5555555555555554,3.3333333333333335,Green Light,,3.0,4.0,3.0,3.0,3.0,3.25,0.4330127018922193,Green Light,Green Light,Green->Green,Green->Green,-0.3333333333333335,-0.08333333333333348,True
5664,"Business Teachers, Postsecondary","Compile, administer, and grade examinations, or assign this work to others.",3.7777777777777777,2.3333333333333335,R&D Opportunity,,3.0,4.0,3.0,4.0,3.5,3.5,0.5,Green Light,Green Light,R&D->Green,R&D->Green,1.1666666666666665,1.1666666666666665,True
